"site_code","date","GRD","UND","CAN"
"TER-EXO-T01",2023-10-01,NA,NA,NA
"TER-EXO-T01",2023-10-02,NA,NA,NA
"TER-EXO-T01",2023-10-03,NA,NA,NA
"TER-EXO-T01",2023-10-04,NA,NA,NA
"TER-EXO-T01",2023-10-05,NA,NA,NA
"TER-EXO-T01",2023-10-06,NA,NA,NA
"TER-EXO-T01",2023-10-07,NA,NA,NA
"TER-EXO-T01",2023-10-08,NA,NA,NA
"TER-EXO-T01",2023-10-09,NA,NA,NA
"TER-EXO-T01",2023-10-10,NA,NA,NA
"TER-EXO-T01",2023-10-11,NA,NA,NA
"TER-EXO-T01",2023-10-12,NA,NA,NA
"TER-EXO-T01",2023-10-13,NA,NA,NA
"TER-EXO-T01",2023-10-14,NA,NA,NA
"TER-EXO-T01",2023-10-15,NA,NA,NA
"TER-EXO-T01",2023-10-16,NA,NA,NA
"TER-EXO-T01",2023-10-17,NA,NA,NA
"TER-EXO-T01",2023-10-18,NA,NA,NA
"TER-EXO-T01",2023-10-19,NA,NA,NA
"TER-EXO-T01",2023-10-20,NA,NA,NA
"TER-EXO-T01",2023-10-21,NA,NA,NA
"TER-EXO-T01",2023-10-22,NA,NA,NA
"TER-EXO-T01",2023-10-23,NA,NA,NA
"TER-EXO-T01",2023-10-24,NA,NA,NA
"TER-EXO-T01",2023-10-25,NA,NA,NA
"TER-EXO-T01",2023-10-26,NA,NA,NA
"TER-EXO-T01",2023-10-27,NA,NA,NA
"TER-EXO-T01",2023-10-28,NA,NA,NA
"TER-EXO-T01",2023-10-29,NA,NA,NA
"TER-EXO-T01",2023-10-30,NA,NA,NA
"TER-EXO-T01",2023-10-31,NA,NA,NA
"TER-EXO-T01",2023-11-01,NA,NA,NA
"TER-EXO-T01",2023-11-02,NA,NA,NA
"TER-EXO-T01",2023-11-03,NA,NA,NA
"TER-EXO-T01",2023-11-04,NA,NA,NA
"TER-EXO-T01",2023-11-05,NA,NA,NA
"TER-EXO-T01",2023-11-06,NA,NA,NA
"TER-EXO-T01",2023-11-07,NA,NA,NA
"TER-EXO-T01",2023-11-08,NA,NA,NA
"TER-EXO-T01",2023-11-09,NA,NA,NA
"TER-EXO-T01",2023-11-10,NA,NA,NA
"TER-EXO-T01",2023-11-11,NA,NA,NA
"TER-EXO-T01",2023-11-12,NA,NA,NA
"TER-EXO-T01",2023-11-13,NA,NA,NA
"TER-EXO-T01",2023-11-14,NA,NA,NA
"TER-EXO-T01",2023-11-15,NA,NA,NA
"TER-EXO-T01",2023-11-16,NA,NA,NA
"TER-EXO-T01",2023-11-17,NA,NA,NA
"TER-EXO-T01",2023-11-18,NA,NA,NA
"TER-EXO-T01",2023-11-19,NA,NA,NA
"TER-EXO-T01",2023-11-20,NA,NA,NA
"TER-EXO-T01",2023-11-21,NA,NA,NA
"TER-EXO-T01",2023-11-22,NA,NA,NA
"TER-EXO-T01",2023-11-23,NA,NA,NA
"TER-EXO-T01",2023-11-24,NA,NA,NA
"TER-EXO-T01",2023-11-25,NA,NA,NA
"TER-EXO-T01",2023-11-26,NA,NA,NA
"TER-EXO-T01",2023-11-27,NA,NA,NA
"TER-EXO-T01",2023-11-28,NA,NA,NA
"TER-EXO-T01",2023-11-29,NA,NA,NA
"TER-EXO-T01",2023-11-30,NA,NA,NA
"TER-EXO-T01",2023-12-01,NA,NA,NA
"TER-EXO-T01",2023-12-02,NA,NA,NA
"TER-EXO-T01",2023-12-03,NA,NA,NA
"TER-EXO-T01",2023-12-04,NA,NA,NA
"TER-EXO-T01",2023-12-05,NA,NA,NA
"TER-EXO-T01",2023-12-06,NA,NA,NA
"TER-EXO-T01",2023-12-07,NA,NA,NA
"TER-EXO-T01",2023-12-08,NA,NA,NA
"TER-EXO-T01",2023-12-09,NA,NA,NA
"TER-EXO-T01",2023-12-10,NA,NA,NA
"TER-EXO-T01",2023-12-11,NA,NA,NA
"TER-EXO-T01",2023-12-12,NA,NA,NA
"TER-EXO-T01",2023-12-13,NA,NA,NA
"TER-EXO-T01",2023-12-14,NA,NA,NA
"TER-EXO-T01",2023-12-15,NA,NA,NA
"TER-EXO-T01",2023-12-16,NA,NA,NA
"TER-EXO-T01",2023-12-17,NA,NA,NA
"TER-EXO-T01",2023-12-18,NA,NA,NA
"TER-EXO-T01",2023-12-19,NA,NA,NA
"TER-EXO-T01",2023-12-20,NA,NA,NA
"TER-EXO-T01",2023-12-21,NA,NA,NA
"TER-EXO-T01",2023-12-22,NA,NA,NA
"TER-EXO-T01",2023-12-23,NA,NA,NA
"TER-EXO-T01",2023-12-24,NA,NA,NA
"TER-EXO-T01",2023-12-25,NA,NA,NA
"TER-EXO-T01",2023-12-26,NA,NA,NA
"TER-EXO-T01",2023-12-27,NA,NA,NA
"TER-EXO-T01",2023-12-28,NA,NA,NA
"TER-EXO-T01",2023-12-29,NA,NA,NA
"TER-EXO-T01",2023-12-30,NA,NA,NA
"TER-EXO-T01",2023-12-31,NA,NA,NA
"TER-EXO-T01",2024-01-01,NA,NA,NA
"TER-EXO-T01",2024-01-02,NA,NA,NA
"TER-EXO-T01",2024-01-03,NA,NA,NA
"TER-EXO-T01",2024-01-04,NA,NA,NA
"TER-EXO-T01",2024-01-05,NA,NA,NA
"TER-EXO-T01",2024-01-06,NA,NA,NA
"TER-EXO-T01",2024-01-07,NA,NA,NA
"TER-EXO-T01",2024-01-08,NA,NA,NA
"TER-EXO-T01",2024-01-09,NA,NA,NA
"TER-EXO-T01",2024-01-10,NA,NA,NA
"TER-EXO-T01",2024-01-11,NA,NA,NA
"TER-EXO-T01",2024-01-12,NA,NA,NA
"TER-EXO-T01",2024-01-13,NA,NA,NA
"TER-EXO-T01",2024-01-14,NA,NA,NA
"TER-EXO-T01",2024-01-15,NA,NA,NA
"TER-EXO-T01",2024-01-16,NA,NA,NA
"TER-EXO-T01",2024-01-17,NA,NA,NA
"TER-EXO-T01",2024-01-18,NA,NA,NA
"TER-EXO-T01",2024-01-19,NA,NA,NA
"TER-EXO-T01",2024-01-20,NA,NA,NA
"TER-EXO-T01",2024-01-21,NA,NA,NA
"TER-EXO-T01",2024-01-22,NA,NA,NA
"TER-EXO-T01",2024-01-23,NA,NA,NA
"TER-EXO-T01",2024-01-24,NA,NA,NA
"TER-EXO-T01",2024-01-25,NA,NA,NA
"TER-EXO-T01",2024-01-26,NA,NA,NA
"TER-EXO-T01",2024-01-27,NA,NA,NA
"TER-EXO-T01",2024-01-28,NA,NA,NA
"TER-EXO-T01",2024-01-29,NA,NA,NA
"TER-EXO-T01",2024-01-30,NA,NA,NA
"TER-EXO-T01",2024-01-31,NA,NA,NA
"TER-EXO-T01",2024-02-01,NA,NA,NA
"TER-EXO-T01",2024-02-02,NA,NA,NA
"TER-EXO-T01",2024-02-03,NA,NA,NA
"TER-EXO-T01",2024-02-04,NA,NA,NA
"TER-EXO-T01",2024-02-05,NA,NA,NA
"TER-EXO-T01",2024-02-06,NA,NA,NA
"TER-EXO-T01",2024-02-07,NA,NA,NA
"TER-EXO-T01",2024-02-08,NA,NA,NA
"TER-EXO-T01",2024-02-09,NA,NA,NA
"TER-EXO-T01",2024-02-10,NA,NA,NA
"TER-EXO-T01",2024-02-11,NA,NA,NA
"TER-EXO-T01",2024-02-12,NA,NA,NA
"TER-EXO-T01",2024-02-13,NA,NA,NA
"TER-EXO-T01",2024-02-14,NA,NA,NA
"TER-EXO-T01",2024-02-15,NA,NA,NA
"TER-EXO-T01",2024-02-16,NA,NA,NA
"TER-EXO-T01",2024-02-17,NA,NA,NA
"TER-EXO-T01",2024-02-18,NA,NA,NA
"TER-EXO-T01",2024-02-19,NA,NA,NA
"TER-EXO-T01",2024-02-20,NA,NA,NA
"TER-EXO-T01",2024-02-21,NA,NA,NA
"TER-EXO-T01",2024-02-22,NA,NA,NA
"TER-EXO-T01",2024-02-23,NA,NA,NA
"TER-EXO-T01",2024-02-24,NA,NA,NA
"TER-EXO-T01",2024-02-25,NA,NA,NA
"TER-EXO-T01",2024-02-26,NA,NA,NA
"TER-EXO-T01",2024-02-27,NA,NA,NA
"TER-EXO-T01",2024-02-28,NA,NA,NA
"TER-EXO-T01",2024-02-29,NA,NA,NA
"TER-EXO-T01",2024-03-01,NA,NA,NA
"TER-EXO-T01",2024-03-02,NA,NA,NA
"TER-EXO-T01",2024-03-03,NA,NA,NA
"TER-EXO-T01",2024-03-04,NA,NA,NA
"TER-EXO-T01",2024-03-05,NA,NA,NA
"TER-EXO-T01",2024-03-06,NA,NA,NA
"TER-EXO-T01",2024-03-07,NA,NA,NA
"TER-EXO-T01",2024-03-08,NA,NA,NA
"TER-EXO-T01",2024-03-09,NA,NA,NA
"TER-EXO-T01",2024-03-10,NA,NA,NA
"TER-EXO-T01",2024-03-11,NA,NA,NA
"TER-EXO-T01",2024-03-12,NA,NA,NA
"TER-EXO-T01",2024-03-13,0.606426931450448,0.744241175652243,0.857353105684051
"TER-EXO-T01",2024-03-14,0.545070132437435,0.595499425035315,0.653862548158294
"TER-EXO-T01",2024-03-15,1.10150588622635,1.03712779249763,1.05100883213101
"TER-EXO-T01",2024-03-16,1.25902538796334,1.47057491468818,1.54638428206772
"TER-EXO-T01",2024-03-17,1.71312072216048,1.97951465285548,2.0951116327354
"TER-EXO-T01",2024-03-18,0.675663924692176,0.779899194526567,0.783664746420693
"TER-EXO-T01",2024-03-19,1.3349740810598,1.89667424414574,1.89201219470899
"TER-EXO-T01",2024-03-20,2.65770686816689,3.0924756744559,3.16048691442187
"TER-EXO-T01",2024-03-21,1.26387229908951,1.47196014438797,1.59936581634495
"TER-EXO-T01",2024-03-22,1.4212415474619,1.55979838905313,1.66594187138705
"TER-EXO-T01",2024-03-23,0.775531608229039,0.883627241233132,0.904898104600814
"TER-EXO-T01",2024-03-24,1.39096463243882,1.67894031451691,1.66974353667288
"TER-EXO-T01",2024-03-25,0.98815447950324,1.12931940514656,1.17028424640824
"TER-EXO-T01",2024-03-26,0.71443450831176,0.749093655258023,0.722315118514615
"TER-EXO-T01",2024-03-27,1.6450133253502,2.23515635091675,2.22591782079383
"TER-EXO-T01",2024-03-28,1.53167049091951,2.26944097055653,2.32416028158403
"TER-EXO-T01",2024-03-29,1.4407060970132,1.80528611887825,1.81179709008823
"TER-EXO-T01",2024-03-30,0.974307632279887,1.43456300471354,1.44321877578647
"TER-EXO-T01",2024-03-31,1.27617521853615,2.17195564051106,2.42262508837843
"TER-EXO-T01",2024-04-01,1.29099444873581,1.49091451363132,1.4212415474619
"TER-EXO-T01",2024-04-02,0.653862548158294,0.805045232323598,0.789422830805584
"TER-EXO-T01",2024-04-03,0.838120308890026,1.20216441278318,1.26762930621338
"TER-EXO-T01",2024-04-04,0.966607319517563,1.42171946314456,1.38312814961625
"TER-EXO-T01",2024-04-05,1.24236800541127,1.22400506771708,1.21416011407421
"TER-EXO-T01",2024-04-06,1.67772598857907,2.03401776316471,2.0955439264845
"TER-EXO-T01",2024-04-07,0.904898104600814,1.08263634211833,1.09263012026493
"TER-EXO-T01",2024-04-08,1.55907232729567,1.75697368271102,1.80866974096546
"TER-EXO-T01",2024-04-09,0.240771706171539,0.232152810743768,0.221162934232346
"TER-EXO-T01",2024-04-10,0.221162934232346,0.254488688852026,0.14116492564332
"TER-EXO-T01",2024-04-11,0.551677284367371,0.589767824619589,0.583592075121765
"TER-EXO-T01",2024-04-12,1.3006060460249,1.52143501101875,1.68271261335097
"TER-EXO-T01",2024-04-13,0.488546350136693,0.520851448960313,0.551266657377563
"TER-EXO-T01",2024-04-14,0.408248290463863,0.458415671128542,0.472044581534967
"TER-EXO-T01",2024-04-15,0.667232549687378,0.642332141271278,0.699054744803212
"TER-EXO-T01",2024-04-16,0.28232985128664,0.329690236697893,0.408248290463863
"TER-EXO-T01",2024-04-17,0.41702882811415,0.403225222065963,0.506747943519132
"TER-EXO-T01",2024-04-18,0.389513818102456,0.465766471310571,0.358640751178386
"TER-EXO-T01",2024-04-19,1.26673579140142,1.41357292199487,1.24218571973713
"TER-EXO-T01",2024-04-20,2.24082266854922,2.46855220726644,2.53954235292874
"TER-EXO-T01",2024-04-21,0.735980072193987,0.84698955385992,0.840279025431261
"TER-EXO-T01",2024-04-22,1.13172306747246,1.33903896967894,1.2767074387102
"TER-EXO-T01",2024-04-23,0.601929265428846,0.642684586917151,0.750603621828092
"TER-EXO-T01",2024-04-24,1.25524262912435,1.42886901662352,1.54154425679322
"TER-EXO-T01",2024-04-25,1.77083866154356,2.21888714109743,2.38313823058734
"TER-EXO-T01",2024-04-26,1.40247581290983,1.61458479429574,1.67894031451691
"TER-EXO-T01",2024-04-27,1.64625178133123,1.81466949120738,1.87614699217089
"TER-EXO-T01",2024-04-28,2.05880488056345,2.21398306553884,2.23566285602215
"TER-EXO-T01",2024-04-29,2.16934756103758,2.37275828605823,2.49746248031471
"TER-EXO-T01",2024-04-30,2.33349507720979,2.50425362770708,2.59877340074232
"TER-EXO-T01",2024-05-01,0.619724108789139,0.670280062599836,0.71189428868398
"TER-EXO-T01",2024-05-02,0.481543412343077,0.56465970257328,0.589767824619589
"TER-EXO-T01",2024-05-03,0.858672720295521,0.92641392132415,0.872018730685681
"TER-EXO-T01",2024-05-04,1.08012344973464,1.3790290114761,1.22011373905546
"TER-EXO-T01",2024-05-05,2.15930326256183,2.45530702941519,2.73165820002048
"TER-EXO-T01",2024-05-06,0.254488688852026,0.345126525843175,0.287889622568457
"TER-EXO-T01",2024-05-07,0.735980072193987,0.780189497605494,0.797414299606792
"TER-EXO-T01",2024-05-08,1.17645993175054,1.24455335099716,1.16017864691332
"TER-EXO-T01",2024-05-09,2.01758572901204,2.45355406221911,2.44939729350901
"TER-EXO-T01",2024-05-10,1.87650905457023,2.12132034355964,2.22378040178483
"TER-EXO-T01",2024-05-11,2.42570772580179,2.69325512872542,2.95060482623135
"TER-EXO-T01",2024-05-12,2.56994544012463,3.15360100129397,3.03929578037079
"TER-EXO-T01",2024-05-13,1.34528160943932,1.44463023702923,1.49137010249257
"TER-EXO-T01",2024-05-14,1.5551457362156,1.66797955536075,1.82375627662299
"TER-EXO-T01",2024-05-15,1.57064903966389,1.60148821186846,1.76917548142008
"TER-EXO-T01",2024-05-16,1.90810153012762,2.13907317732962,2.17528941935803
"TER-EXO-T01",2024-05-17,1.76263554314867,1.72773098248138,1.63174464292369
"TER-EXO-T01",2024-05-18,1.51427387295655,1.54974869398001,1.58671454379112
"TER-EXO-T01",2024-05-19,2.48765065817157,2.42720092860605,2.4301845817652
"TER-EXO-T01",2024-05-20,1.21565125386128,1.42378857736796,1.44400309124885
"TER-EXO-T01",2024-05-21,0.916831342257085,1.0179547554081,1.05980583400786
"TER-EXO-T01",2024-05-22,0.686304956089947,0.779899194526567,0.770551750371122
"TER-EXO-T01",2024-05-23,0.294114982937636,0.416485467846762,0.294114982937636
"TER-EXO-T01",2024-05-24,1.41932827549626,1.47303664466358,1.70676403707744
"TER-EXO-T01",2024-05-25,2.35436304811277,2.15646987431788,2.36127805604741
"TER-EXO-T01",2024-05-26,3.49611585719875,3.0645235107315,3.20658007807406
"TER-EXO-T01",2024-05-27,1.18852453896003,1.2509054691517,1.38247310428014
"TER-EXO-T01",2024-05-28,0.732278556328103,0.674321989058296,0.719488042623545
"TER-EXO-T01",2024-05-29,0.291796037560882,0.398707149803396,0.329002665070039
"TER-EXO-T01",2024-05-30,0.551677284367371,0.434057366141216,0.637022057270606
"TER-EXO-T01",2024-05-31,0.674321989058296,0.751508145500515,0.793999233380421
"TER-EXO-T01",2024-06-01,1.04170289792063,1.12207752451178,1.2006565233057
"TER-EXO-T01",2024-06-02,0.775531608229038,0.896601877945965,0.892805381522402
"TER-EXO-T01",2024-06-03,1.64170620860199,1.4212415474619,1.50346821272239
"TER-EXO-T01",2024-06-04,1.44321877578647,1.59013603465101,1.76725448246626
"TER-EXO-T01",2024-06-05,0.943129234847054,0.9469631093315,0.930316682874591
"TER-EXO-T01",2024-06-06,1.58113883008419,1.63839241640851,1.67988418337849
"TER-EXO-T01",2024-06-07,2.63743603535322,2.11233437735107,2.17653826995523
"TER-EXO-T01",2024-06-08,2.21152694970587,2.08416650006663,2.31243879668323
"TER-EXO-T01",2024-06-09,0.974307632279888,1.29309761784459,1.19479547701021
"TER-EXO-T01",2024-06-10,1.134920031659,1.46687457353816,1.50843041564422
"TER-EXO-T01",2024-06-11,1.40586246673077,1.79320375589193,1.82363210598273
"TER-EXO-T01",2024-06-12,2.55376959227625,3.25536068484059,3.24679328979636
"TER-EXO-T01",2024-06-13,1.42807638938295,1.50120724365618,1.49258432626585
"TER-EXO-T01",2024-06-14,1.70663135436747,1.76199306616609,1.8528278426483
"TER-EXO-T01",2024-06-15,1.97080135249966,2.21643645966,2.26254553961696
"TER-EXO-T01",2024-06-16,2.60008012697045,1.70463987441608,1.73714220588824
"TER-EXO-T01",2024-06-17,1.13232318580052,1.31446109528373,1.36317377968592
"TER-EXO-T01",2024-06-18,3.04911486324726,1.9752774525349,1.97252413148112
"TER-EXO-T01",2024-06-19,1.13890361720181,1.48162048965392,1.52500296982367
"TER-EXO-T01",2024-06-20,3.92265576629782,2.5529714145439,2.73985282054728
"TER-EXO-T01",2024-06-21,2.65182122268856,3.25201999655153,3.35545197715814
"TER-EXO-T01",2024-06-22,0.966607319517563,1.15783405984836,1.2853691738343
"TER-EXO-T01",2024-06-23,0.536696821549066,0.699054744803212,0.789422830805584
"TER-EXO-T01",2024-06-24,0.994322651975647,1.14029458436425,1.05273109274078
"TER-EXO-T01",2024-06-25,1.4939491483886,1.88709864722219,2.02598607231575
"TER-EXO-T01",2024-06-26,3.31553217797511,3.45677239087546,3.60530004379623
"TER-EXO-T01",2024-06-27,1.48772148515483,1.44463023702923,1.44321877578647
"TER-EXO-T01",2024-06-28,2.29276982670762,2.16150444118798,2.23353476270952
"TER-EXO-T01",2024-06-29,1.23064729050333,1.22178296893859,1.35065738154383
"TER-EXO-T01",2024-06-30,1.04257207028537,1.06236678619288,1.09014026487487
"TER-EXO-T01",2024-07-01,2.86533504629672,2.43604796959028,2.6566842142966
"TER-EXO-T01",2024-07-02,2.67130484318383,2.4091274203612,2.58960785459492
"TER-EXO-T01",2024-07-03,1.95035764093056,1.59426053914242,1.54271899063244
"TER-EXO-T01",2024-07-04,2.565094568418,2.09899907133121,2.20999049115929
"TER-EXO-T01",2024-07-05,2.89294181048299,3.11720041155475,3.17571171984112
"TER-EXO-T01",2024-07-06,2.69854697885759,2.44717746316688,2.46855220726644
"TER-EXO-T01",2024-07-07,3.05000593964734,2.59380183726793,2.66340946908281
"TER-EXO-T01",2024-07-08,0.789422830805584,0.807572853087248,0.772899209732936
"TER-EXO-T01",2024-07-09,0.674321989058296,0.765835245459757,0.894579084894362
"TER-EXO-T01",2024-07-10,1.92793630750528,1.57755428947212,1.73818475194211
"TER-EXO-T01",2024-07-11,1.00271370919555,1.1466318034808,1.08263634211833
"TER-EXO-T01",2024-07-12,1.27048433078988,1.22899010031272,1.3790290114761
"TER-EXO-T01",2024-07-13,0.920528754795741,0.966607319517563,1.16329741234356
"TER-EXO-T01",2024-07-14,2.08242733923381,2.33116488265951,2.43083676772101
"TER-EXO-T01",2024-07-15,1.16543672227332,1.193088489982,1.31049277157405
"TER-EXO-T01",2024-07-16,0.895843865795853,0.770551750371122,0.868114732282431
"TER-EXO-T01",2024-07-17,NA,NA,NA
"TER-EXO-T01",2024-07-18,1.51068057414579,1.74442694381818,1.9241740181631
"TER-EXO-T01",2024-07-19,3.08543798126488,3.47030623465982,3.87578883976343
"TER-EXO-T01",2024-07-20,1.92805376075145,2.13398569056501,2.26734458106291
"TER-EXO-T01",2024-07-21,1.59013603465101,1.69277557001357,2.04655950245808
"TER-EXO-T01",2024-07-22,0.880546602310508,0.975933221165215,1.07655347814419
"TER-EXO-T01",2024-07-23,1.65448446368641,1.70463987441608,1.80378024947769
"TER-EXO-T01",2024-07-24,1.86646608653196,2.12984315949742,2.27691231938011
"TER-EXO-T01",2024-07-25,2.87787348524939,2.98547206958311,3.10650323013522
"TER-EXO-T01",2024-07-26,0.658005330140078,0.653862548158295,0.721060008759246
"TER-EXO-T01",2024-07-27,1.49818731051605,1.4957669740236,1.68055805086252
"TER-EXO-T01",2024-07-28,1.68419227619307,1.82921144014398,1.95000929020455
"TER-EXO-T01",2024-07-29,0.999773525079193,1.21285386290089,1.07001286732071
"TER-EXO-T01",2024-07-30,0.859726953621095,1.0475558163677,1.44963763588088
"TER-EXO-T01",2024-07-31,1.2465532188945,1.45213486018824,1.7161582897164
"TER-EXO-T01",2024-08-01,1.71892703304344,2.03902150446045,2.26014219765553
"TER-EXO-T01",2024-08-02,2.15814936824405,2.39101200452802,2.58304112419361
"TER-EXO-T01",2024-08-03,2.16652730878476,2.31684130297878,2.50425362770708
"TER-EXO-T01",2024-08-04,2.48327740429189,2.63855197442444,2.81872298663106
"TER-EXO-T01",2024-08-05,1.58285652622362,1.69705093737871,1.9241740181631
"TER-EXO-T01",2024-08-06,1.07592225353516,1.20967566619789,1.34713195075821
"TER-EXO-T01",2024-08-07,1.90489453471991,2.20085210770738,2.30743913512769
"TER-EXO-T01",2024-08-08,2.65361388801511,2.79459882786343,2.9781815286163
"TER-EXO-T01",2024-08-09,2.51912970939442,2.7265967267172,2.87030965859642
"TER-EXO-T01",2024-08-10,1.34056012519967,1.45711646953739,1.58285652622362
"TER-EXO-T01",2024-08-11,1.43944811284229,1.64845118348947,1.78103942945555
"TER-EXO-T01",2024-08-12,3.2659863237109,3.68014649991948,3.86923952382811
"TER-EXO-T01",2024-08-13,1.94663868602087,2.16819901220385,2.33582294718151
"TER-EXO-T01",2024-08-14,1.88769854508114,2.16684085141533,2.2825741888351
"TER-EXO-T01",2024-08-15,1.91662728377938,2.16349405401058,2.22957720044712
"TER-EXO-T01",2024-08-16,1.87228063671254,2.08677252359173,2.25773629735755
"TER-EXO-T01",2024-08-17,2.09284062557519,2.2837643727287,2.3816174019509
"TER-EXO-T01",2024-08-18,2.27303028283098,2.50181093830339,2.5769849532497
"TER-EXO-T01",2024-08-19,2.58890819693822,2.91547594742265,3.01077473298047
"TER-EXO-T01",2024-08-20,1.15077163777999,1.29362287585198,1.40069858347152
"TER-EXO-T01",2024-08-21,1.76199306616609,2.27303028283098,2.23120166492525
"TER-EXO-T01",2024-08-22,3.0821335307623,3.3889606589375,3.5780631956247
"TER-EXO-T01",2024-08-23,1.28519298725629,1.60713423048064,1.87554339951873
"TER-EXO-T01",2024-08-24,1.43692884053234,1.76302091695566,1.9716055033575
"TER-EXO-T01",2024-08-25,2.96079454670973,3.22853839142847,3.49118973948731
"TER-EXO-T01",2024-08-26,0.807572853087248,0.955296069137806,0.963086824686154
"TER-EXO-T01",2024-08-27,1.34174205387266,1.60487820658485,1.83563755065953
"TER-EXO-T01",2024-08-28,2.1203593829923,2.48437143947425,2.59179306742414
"TER-EXO-T01",2024-08-29,2.05318769481626,2.21152694970587,2.31214499821132
"TER-EXO-T01",2024-08-30,1.7023800474885,1.73192006208407,1.94302916057392
"TER-EXO-T01",2024-08-31,1.20385853085769,1.40392823632607,1.51741102931409
"TER-EXO-T01",2024-09-01,1.38165386088714,1.42426563838901,1.56718500521786
"TER-EXO-T01",2024-09-02,1.35517660221405,1.4939491483886,1.65817583550397
"TER-EXO-T01",2024-09-03,1.62353612993903,1.65940446799621,1.79925507935359
"TER-EXO-T01",2024-09-04,1.75697368271102,1.8157922373651,1.89201219470899
"TER-EXO-T01",2024-09-05,1.57884566161117,1.79522313013077,1.88805839230507
"TER-EXO-T01",2024-09-06,1.11295891039691,1.17472630176479,1.27244344426013
"TER-EXO-T01",2024-09-07,1.17934365189938,1.30616570180805,1.37458821238333
"TER-EXO-T01",2024-09-08,1.67461871065833,1.88625846969411,2.07720111995772
"TER-EXO-T01",2024-09-09,1.58970875101179,1.71312072216048,1.74247866100506
"TER-EXO-T01",2024-09-10,NA,NA,NA
"TER-EXO-T01",2024-09-11,NA,NA,NA
"TER-EXO-T01",2024-09-12,1.67772598857907,1.89953751045437,2.14161238864282
"TER-EXO-T01",2024-09-13,1.35868115934299,1.63507190818249,1.76879144853366
"TER-EXO-T01",2024-09-14,2.10578482047547,2.33087344454665,2.46046640447217
"TER-EXO-T01",2024-09-15,1.61163680412362,1.79054987101161,1.95592281493187
"TER-EXO-T01",2024-09-16,0.42933636014776,0.458415671128542,0.487153816139944
"TER-EXO-T01",2024-09-17,0.755415232778002,0.966607319517563,0.991814323436556
"TER-EXO-T01",2024-09-18,1.5667514623984,1.81965417163477,1.98499808345105
"TER-EXO-T01",2024-09-19,2.04290483011998,2.17153855829109,2.32152810743768
"TER-EXO-T01",2024-09-20,1.10314931255796,1.37771471142866,1.59013603465101
"TER-EXO-T01",2024-09-21,2.39527009762568,2.79159906904964,3.0924756744559
"TER-EXO-T01",2024-09-22,1.47626143554824,1.67772598857907,1.76725448246626
