EXO-10-2,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2024-07-20 17:30:56,26.5,75.0,21.7,000000347
2,2024-07-20 18:30:56,23.0,85.5,20.4
3,2024-07-20 19:30:56,23.0,85.0,20.3
4,2024-07-20 20:30:56,21.5,90.5,19.9
5,2024-07-20 21:30:56,21.0,94.0,20.0
6,2024-07-20 22:30:56,20.5,96.0,19.8
7,2024-07-20 23:30:56,20.5,97.5,20.1
8,2024-07-21 00:30:56,20.5,96.5,19.9
9,2024-07-21 01:30:56,20.0,98.0,19.7
10,2024-07-21 02:30:56,19.0,98.5,18.8
11,2024-07-21 03:30:56,18.5,98.5,18.3
12,2024-07-21 04:30:56,18.0,98.5,17.8
13,2024-07-21 05:30:56,17.5,100.0,17.5
14,2024-07-21 06:30:56,19.0,99.5,18.9
15,2024-07-21 07:30:56,18.5,99.0,18.3
16,2024-07-21 08:30:56,19.5,98.0,19.2
17,2024-07-21 09:30:56,20.0,97.5,19.6
18,2024-07-21 10:30:56,20.5,91.5,19.1
19,2024-07-21 11:30:56,21.0,88.5,19.0
20,2024-07-21 12:30:56,22.5,83.0,19.5
21,2024-07-21 13:30:56,24.0,76.5,19.6
22,2024-07-21 14:30:56,25.5,70.0,19.6
23,2024-07-21 15:30:56,23.5,78.5,19.5
24,2024-07-21 16:30:56,24.0,80.5,20.4
25,2024-07-21 17:30:56,23.5,81.5,20.1
26,2024-07-21 18:30:56,22.5,86.0,20.0
27,2024-07-21 19:30:56,21.5,88.5,19.5
28,2024-07-21 20:30:56,20.5,90.5,18.9
29,2024-07-21 21:30:56,19.5,94.0,18.5
30,2024-07-21 22:30:56,19.5,96.0,18.8
31,2024-07-21 23:30:56,19.0,96.5,18.4
32,2024-07-22 00:30:56,18.0,98.0,17.7
33,2024-07-22 01:30:56,18.5,97.5,18.1
34,2024-07-22 02:30:56,18.0,97.5,17.6
35,2024-07-22 03:30:56,18.0,97.0,17.5
36,2024-07-22 04:30:56,18.0,98.5,17.8
37,2024-07-22 05:30:56,18.0,99.0,17.8
38,2024-07-22 06:30:56,17.0,99.0,16.8
39,2024-07-22 07:30:56,17.5,100.0,17.5
40,2024-07-22 08:30:56,17.5,100.0,17.5
41,2024-07-22 09:30:56,18.5,100.0,18.5
42,2024-07-22 10:30:56,19.5,95.5,18.8
43,2024-07-22 11:30:56,20.0,94.0,19.0
44,2024-07-22 12:30:56,21.0,87.5,18.8
45,2024-07-22 13:30:56,21.5,87.0,19.2
46,2024-07-22 14:30:56,23.0,77.0,18.7
47,2024-07-22 15:30:56,24.0,72.0,18.6
48,2024-07-22 16:30:56,25.0,73.0,19.8
49,2024-07-22 17:30:56,24.0,74.5,19.2
50,2024-07-22 18:30:56,22.5,79.0,18.7
51,2024-07-22 19:30:56,21.5,79.5,17.8
52,2024-07-22 20:30:56,20.0,86.0,17.6
53,2024-07-22 21:30:56,18.5,93.5,17.4
54,2024-07-22 22:30:56,18.5,94.5,17.6
55,2024-07-22 23:30:56,18.5,97.0,18.0
56,2024-07-23 00:30:56,17.5,98.0,17.2
57,2024-07-23 01:30:56,17.0,98.5,16.8
58,2024-07-23 02:30:56,16.5,99.0,16.3
59,2024-07-23 03:30:56,16.0,100.0,16.0
60,2024-07-23 04:30:56,16.5,100.0,16.5
61,2024-07-23 05:30:56,17.0,100.0,17.0
62,2024-07-23 06:30:56,17.5,100.0,17.5
63,2024-07-23 07:30:56,18.0,100.0,18.0
64,2024-07-23 08:30:56,18.5,100.0,18.5
65,2024-07-23 09:30:56,19.0,98.5,18.8
66,2024-07-23 10:30:56,19.5,94.5,18.6
67,2024-07-23 11:30:56,20.5,89.5,18.7
68,2024-07-23 12:30:56,23.5,82.5,20.3
69,2024-07-23 13:30:56,22.5,84.5,19.8
70,2024-07-23 14:30:56,24.0,80.5,20.4
71,2024-07-23 15:30:56,24.0,81.0,20.5
72,2024-07-23 16:30:56,22.0,86.0,19.5
73,2024-07-23 17:30:56,22.5,84.5,19.8
74,2024-07-23 18:30:56,21.0,90.5,19.4
75,2024-07-23 19:30:56,20.5,92.0,19.2
76,2024-07-23 20:30:56,20.0,94.0,19.0
77,2024-07-23 21:30:56,19.5,97.0,19.0
78,2024-07-23 22:30:56,19.0,98.0,18.7
79,2024-07-23 23:30:56,19.0,96.0,18.3
80,2024-07-24 00:30:56,17.5,97.5,17.1
81,2024-07-24 01:30:56,16.5,99.0,16.3
82,2024-07-24 02:30:56,16.0,99.0,15.8
83,2024-07-24 03:30:56,15.5,100.0,15.5
84,2024-07-24 04:30:56,15.0,100.0,15.0
85,2024-07-24 05:30:56,15.0,100.0,15.0
86,2024-07-24 06:30:56,15.0,100.0,15.0
87,2024-07-24 07:30:56,15.0,100.0,15.0
88,2024-07-24 08:30:56,17.5,100.0,17.5
89,2024-07-24 09:30:56,20.5,93.0,19.3
