TE48-2,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2024-09-12 12:30:59,21.0,67.0,14.6,065067185
2,2024-09-12 13:30:59,21.5,72.0,16.2
3,2024-09-12 14:30:59,22.0,70.5,16.4
4,2024-09-12 15:30:59,22.0,59.5,13.8
5,2024-09-12 16:30:59,22.5,49.0,11.3
6,2024-09-12 17:30:59,21.5,72.5,16.3
7,2024-09-12 18:30:59,21.5,75.0,16.9
8,2024-09-12 19:30:59,19.0,84.5,16.3
9,2024-09-12 20:30:59,15.0,86.0,12.7
10,2024-09-12 21:30:59,14.0,79.5,10.5
11,2024-09-12 22:30:59,14.5,77.5,10.6
12,2024-09-12 23:30:59,14.5,88.5,12.6
13,2024-09-13 00:30:59,15.0,90.5,13.5
14,2024-09-13 01:30:59,15.0,91.5,13.6
15,2024-09-13 02:30:59,15.0,89.5,13.3
16,2024-09-13 03:30:59,15.0,90.0,13.4
17,2024-09-13 04:30:59,15.5,92.0,14.2
18,2024-09-13 05:30:59,15.0,91.5,13.6
19,2024-09-13 06:30:59,15.5,91.0,14.0
20,2024-09-13 07:30:59,15.5,89.5,13.8
21,2024-09-13 08:30:59,15.5,91.5,14.1
22,2024-09-13 09:30:59,16.5,88.0,14.5
23,2024-09-13 10:30:59,17.5,87.0,15.3
24,2024-09-13 11:30:59,19.0,82.0,15.9
25,2024-09-13 12:30:59,19.5,81.5,16.2
26,2024-09-13 13:30:59,21.0,75.5,16.5
27,2024-09-13 14:30:59,21.0,75.5,16.5
28,2024-09-13 15:30:59,21.0,75.0,16.4
29,2024-09-13 16:30:59,20.0,79.5,16.3
30,2024-09-13 17:30:59,20.0,82.0,16.8
31,2024-09-13 18:30:59,20.0,83.0,17.0
32,2024-09-13 19:30:59,18.5,85.5,16.0
33,2024-09-13 20:30:59,16.5,90.5,14.9
34,2024-09-13 21:30:59,15.5,93.0,14.4
35,2024-09-13 22:30:59,15.0,94.5,14.1
36,2024-09-13 23:30:59,15.0,95.0,14.2
37,2024-09-14 00:30:59,14.5,97.0,14.0
38,2024-09-14 01:30:59,14.5,98.5,14.3
39,2024-09-14 02:30:59,15.0,96.5,14.4
40,2024-09-14 03:30:59,15.0,96.5,14.4
41,2024-09-14 04:30:59,15.0,95.5,14.3
42,2024-09-14 05:30:59,15.0,97.0,14.5
43,2024-09-14 06:30:59,15.5,98.0,15.2
44,2024-09-14 07:30:59,15.5,97.0,15.0
45,2024-09-14 08:30:59,15.0,97.5,14.6
46,2024-09-14 09:30:59,15.5,99.0,15.3
47,2024-09-14 10:30:59,17.0,97.0,16.5
48,2024-09-14 11:30:59,18.5,92.0,17.2
49,2024-09-14 12:30:59,18.5,93.0,17.3
50,2024-09-14 13:30:59,18.0,95.0,17.2
51,2024-09-14 14:30:59,20.0,87.0,17.8
52,2024-09-14 15:30:59,18.5,91.0,17.0
53,2024-09-14 16:30:59,19.0,89.5,17.2
54,2024-09-14 17:30:59,19.0,91.0,17.5
55,2024-09-14 18:30:59,18.0,93.0,16.9
56,2024-09-14 19:30:59,18.0,93.5,16.9
57,2024-09-14 20:30:59,16.0,95.0,15.2
58,2024-09-14 21:30:59,16.5,96.0,15.9
59,2024-09-14 22:30:59,16.0,96.0,15.4
60,2024-09-14 23:30:59,15.5,94.5,14.6
61,2024-09-15 00:30:59,15.0,95.0,14.2
62,2024-09-15 01:30:59,15.0,95.5,14.3
63,2024-09-15 02:30:59,15.0,94.5,14.1
64,2024-09-15 03:30:59,15.0,96.5,14.4
65,2024-09-15 04:30:59,15.5,96.5,14.9
66,2024-09-15 05:30:59,15.0,96.5,14.4
67,2024-09-15 06:30:59,14.5,96.0,13.9
68,2024-09-15 07:30:59,14.0,96.5,13.5
69,2024-09-15 08:30:59,14.0,97.0,13.5
70,2024-09-15 09:30:59,15.0,98.5,14.8
71,2024-09-15 10:30:59,17.5,91.5,16.1
72,2024-09-15 11:30:59,19.5,79.5,15.9
73,2024-09-15 12:30:59,20.5,78.0,16.5
74,2024-09-15 13:30:59,21.0,74.0,16.2
75,2024-09-15 14:30:59,21.0,72.0,15.8
76,2024-09-15 15:30:59,21.0,72.0,15.8
77,2024-09-15 16:30:59,21.0,71.5,15.7
78,2024-09-15 17:30:59,21.0,75.0,16.4
79,2024-09-15 18:30:59,19.5,78.0,15.6
80,2024-09-15 19:30:59,17.5,82.5,14.5
81,2024-09-15 20:30:59,16.0,87.0,13.8
82,2024-09-15 21:30:59,16.0,91.5,14.6
83,2024-09-15 22:30:59,15.5,90.5,14.0
84,2024-09-15 23:30:59,16.0,89.5,14.3
85,2024-09-16 00:30:59,15.5,90.5,14.0
86,2024-09-16 01:30:59,15.0,91.0,13.5
87,2024-09-16 02:30:59,15.5,91.0,14.0
88,2024-09-16 03:30:59,16.5,92.0,15.2
89,2024-09-16 04:30:59,16.0,94.5,15.1
90,2024-09-16 05:30:59,15.5,91.5,14.1
