EXO-07-2,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2024-06-26 13:45:56,22.0,81.0,18.6,065068582
2,2024-06-26 14:45:56,23.0,70.0,17.2
3,2024-06-26 15:45:56,21.5,73.5,16.6
4,2024-06-26 16:45:56,21.5,72.5,16.3
5,2024-06-26 17:45:56,21.5,75.5,17.0
6,2024-06-26 18:45:56,21.5,76.5,17.2
7,2024-06-26 19:45:56,20.0,82.5,16.9
8,2024-06-26 20:45:56,19.0,89.0,17.1
9,2024-06-26 21:45:56,18.5,93.0,17.3
10,2024-06-26 22:45:56,18.5,95.5,17.8
11,2024-06-26 23:45:56,18.5,99.5,18.4
12,2024-06-27 00:45:56,18.5,99.5,18.4
13,2024-06-27 01:45:56,18.5,99.0,18.3
14,2024-06-27 02:45:56,18.5,100.0,18.5
15,2024-06-27 03:45:56,18.5,100.0,18.5
16,2024-06-27 04:45:56,18.5,100.0,18.5
17,2024-06-27 05:45:56,19.0,100.0,19.0
18,2024-06-27 06:45:56,18.5,100.0,18.5
19,2024-06-27 07:45:56,18.5,100.0,18.5
20,2024-06-27 08:45:56,19.0,100.0,19.0
21,2024-06-27 09:45:56,19.5,97.0,19.0
22,2024-06-27 10:45:56,20.0,95.0,19.2
23,2024-06-27 11:45:56,20.5,93.0,19.3
24,2024-06-27 12:45:56,20.0,95.0,19.2
25,2024-06-27 13:45:56,21.0,91.5,19.6
26,2024-06-27 14:45:56,21.0,92.0,19.6
27,2024-06-27 15:45:56,20.5,96.5,19.9
28,2024-06-27 16:45:56,20.5,99.0,20.3
29,2024-06-27 17:45:56,20.5,96.0,19.8
30,2024-06-27 18:45:56,20.5,96.0,19.8
31,2024-06-27 19:45:56,20.0,95.5,19.3
32,2024-06-27 20:45:56,19.0,98.0,18.7
33,2024-06-27 21:45:56,18.5,98.5,18.3
34,2024-06-27 22:45:56,18.5,98.5,18.3
35,2024-06-27 23:45:56,18.5,97.0,18.0
36,2024-06-28 00:45:56,18.5,96.5,17.9
37,2024-06-28 01:45:56,18.0,98.5,17.8
38,2024-06-28 02:45:56,18.0,96.5,17.4
39,2024-06-28 03:45:56,18.0,96.0,17.4
40,2024-06-28 04:45:56,17.5,95.0,16.7
41,2024-06-28 05:45:56,17.5,95.0,16.7
42,2024-06-28 06:45:56,17.5,94.5,16.6
43,2024-06-28 07:45:56,17.5,96.0,16.9
44,2024-06-28 08:45:56,18.0,94.0,17.0
45,2024-06-28 09:45:56,18.5,93.0,17.3
46,2024-06-28 10:45:56,19.0,89.5,17.2
47,2024-06-28 11:45:56,20.0,87.0,17.8
48,2024-06-28 12:45:56,21.0,82.5,17.9
49,2024-06-28 13:45:56,21.5,80.0,17.9
50,2024-06-28 14:45:56,22.0,81.0,18.6
51,2024-06-28 15:45:56,21.0,82.5,17.9
52,2024-06-28 16:45:56,22.0,79.0,18.2
53,2024-06-28 17:45:56,20.5,85.0,17.9
54,2024-06-28 18:45:56,21.0,83.5,18.1
55,2024-06-28 19:45:56,21.0,83.0,18.0
56,2024-06-28 20:45:56,20.0,88.0,18.0
57,2024-06-28 21:45:56,19.0,93.0,17.8
58,2024-06-28 22:45:56,18.5,94.5,17.6
59,2024-06-28 23:45:56,18.0,96.0,17.4
60,2024-06-29 00:45:56,18.0,97.5,17.6
61,2024-06-29 01:45:56,18.0,98.0,17.7
62,2024-06-29 02:45:56,18.5,99.0,18.3
63,2024-06-29 03:45:56,18.5,99.5,18.4
